transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
CHD1-212,CHD1,Oligodendrocyte,Minor,AD_enriched,Alternate
CHD1-211,CHD1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript224122.chr1.nic,CHD1L,Oligodendrocyte,Minor,AD_enriched,Alternate
CHN2-208,CHN2,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript116487.chr19.nnic,CIC,Oligodendrocyte,Dominant,CT_enriched,Alternate
CIT-220,CIT,Oligodendrocyte,Dominant,CT_enriched,Alternate
CLASP1-217,CLASP1,Oligodendrocyte,Minor,AD_enriched,Alternate
CLCC1-203,CLCC1,Oligodendrocyte,Minor,AD_enriched,Alternate
CLCN7-204,CLCN7,Oligodendrocyte,Minor,CT_enriched,Alternate
CLINT1-206,CLINT1,Oligodendrocyte,Dominant,CT_enriched,Alternate
CLK4-201,CLK4,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript111775.chr16.nnic,CMTR2,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript223081.chr2.nic,CNOT11,Oligodendrocyte,Dominant,CT_enriched,Alternate
CNOT11-201,CNOT11,Oligodendrocyte,Minor,AD_enriched,Canonical
CNOT4-205,CNOT4,Oligodendrocyte,Minor,AD_enriched,Alternate
CNTN1-204,CNTN1,Oligodendrocyte,Minor,AD_enriched,Alternate
CNTN2-208,CNTN2,Oligodendrocyte,Dominant,CT_enriched,Alternate
CNTN2-201,CNTN2,Oligodendrocyte,Minor,AD_enriched,Canonical
COG4-222,COG4,Oligodendrocyte,Minor,AD_enriched,Alternate
COL4A5-202,COL4A5,Oligodendrocyte,Minor,AD_enriched,Alternate
COPS7A-210,COPS7A,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript177239.chr10.nic,CRTAC1,Oligodendrocyte,Minor,AD_enriched,Alternate
CRTAC1-203,CRTAC1,Oligodendrocyte,Dominant,CT_enriched,Canonical
CRTAP-201,CRTAP,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript48800.chr3.nnic,CRTAP,Oligodendrocyte,Minor,AD_enriched,Alternate
CTNND1-250,CTNND1,Oligodendrocyte,Minor,AD_enriched,Alternate
CTTN-202,CTTN,Oligodendrocyte,Dominant,CT_enriched,Alternate
CYBC1-241,CYBC1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript3160.chr19.nic,DAZAP1,Oligodendrocyte,Dominant,CT_enriched,Alternate
DCAF11-217,DCAF11,Oligodendrocyte,Minor,AD_enriched,Alternate
DDX55-209,DDX55,Oligodendrocyte,Dominant,CT_enriched,Alternate
DENND4A-202,DENND4A,Oligodendrocyte,Dominant,CT_enriched,Canonical
DIS3-201,DIS3,Oligodendrocyte,Minor,AD_enriched,Canonical
DIS3-202,DIS3,Oligodendrocyte,Dominant,CT_enriched,Alternate
DMAP1-214,DMAP1,Oligodendrocyte,Minor,AD_enriched,Alternate
DMTF1-229,DMTF1,Oligodendrocyte,Dominant,CT_enriched,Alternate
DMTF1-227,DMTF1,Oligodendrocyte,Minor,AD_enriched,Alternate
DNAJC27-201,DNAJC27,Oligodendrocyte,Minor,AD_enriched,Canonical
DOCK1-201,DOCK1,Oligodendrocyte,Dominant,AD_enriched,Alternate
DOCK1-206,DOCK1,Oligodendrocyte,Minor,CT_enriched,Canonical
DOCK4-212,DOCK4,Oligodendrocyte,Dominant,CT_enriched,Alternate
DOCK7-229,DOCK7,Oligodendrocyte,Minor,CT_enriched,Alternate
DPF3-209,DPF3,Oligodendrocyte,Minor,AD_enriched,Canonical
DPH3-204,DPH3,Oligodendrocyte,Minor,AD_enriched,Canonical
DPH3-202,DPH3,Oligodendrocyte,Dominant,CT_enriched,Alternate
DPP3-209,DPP3,Oligodendrocyte,Dominant,CT_enriched,Canonical
DPP3-211,DPP3,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript31963.chr2.nic,DPYSL5,Oligodendrocyte,Minor,AD_enriched,Alternate
DRG2-203,DRG2,Oligodendrocyte,Dominant,CT_enriched,Alternate
DUSP18-201,DUSP18,Oligodendrocyte,Minor,AD_enriched,Canonical
EIF2AK2-213,EIF2AK2,Oligodendrocyte,Minor,AD_enriched,Alternate
EIF2AK2-201,EIF2AK2,Oligodendrocyte,Dominant,CT_enriched,Canonical
ELF2-201,ELF2,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript91335.chr17.nic,EME1,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript50202.chr2.nnic,EML4,Oligodendrocyte,Minor,AD_enriched,Alternate
EMSY-219,EMSY,Oligodendrocyte,Minor,AD_enriched,Canonical
EMSY-201,EMSY,Oligodendrocyte,Dominant,CT_enriched,Alternate
ENAH-203,ENAH,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript325983.chr1.nnic,ENAH,Oligodendrocyte,Minor,AD_enriched,Alternate
ENPP5-201,ENPP5,Oligodendrocyte,Dominant,CT_enriched,Alternate
ENST00000422473,ENSG00000233393,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
ENST00000522841,ENSG00000291073,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
transcript98107.chr19.nnic,ENSG00000291089,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
ERCC4-215,ERCC4,Oligodendrocyte,Minor,AD_enriched,Alternate
ERCC6-219,ERCC6,Oligodendrocyte,Minor,CT_enriched,Alternate
ERCC6-201,ERCC6,Oligodendrocyte,Minor,AD_enriched,Canonical
ERCC6-214,ERCC6,Oligodendrocyte,Dominant,CT_enriched,Alternate
FAAH-201,FAAH,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript83711.chr1.nnic,FAAH,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript67394.chr11.nic,FADS2,Oligodendrocyte,Dominant,AD_enriched,Alternate
FAM124A-202,FAM124A,Oligodendrocyte,Minor,AD_enriched,Canonical
FAM124A-204,FAM124A,Oligodendrocyte,Dominant,CT_enriched,Alternate
FAM13C-204,FAM13C,Oligodendrocyte,Minor,AD_enriched,Alternate
FAM50B-201,FAM50B,Oligodendrocyte,Dominant,CT_enriched,Alternate
FAM50B-202,FAM50B,Oligodendrocyte,Minor,AD_enriched,Canonical
FAM76B-201,FAM76B,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript151399.chr11.nnic,FAM76B,Oligodendrocyte,Minor,AD_enriched,Alternate
FAT4-204,FAT4,Oligodendrocyte,Dominant,CT_enriched,Alternate
FAT4-202,FAT4,Oligodendrocyte,Minor,AD_enriched,Canonical
FBXW7-204,FBXW7,Oligodendrocyte,Minor,AD_enriched,Alternate
FBXW7-203,FBXW7,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript108478.chr11.nic,FCHSD2,Oligodendrocyte,Minor,AD_enriched,Alternate
FGD5-AS1-208,FGD5-AS1,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
FGFR2-204,FGFR2,Oligodendrocyte,Dominant,CT_enriched,Alternate
FHL1-205,FHL1,Oligodendrocyte,Minor,CT_enriched,Alternate
FIGNL1-212,FIGNL1,Oligodendrocyte,Dominant,CT_enriched,Alternate
FKBP15-215,FKBP15,Oligodendrocyte,Minor,CT_enriched,Alternate
FLNB-227,FLNB,Oligodendrocyte,Minor,AD_enriched,Alternate
FXR1-203,FXR1,Oligodendrocyte,Dominant,AD_enriched,Alternate
G2E3-201,G2E3,Oligodendrocyte,Dominant,AD_enriched,Canonical
GABPB1-AS1-208,GABPB1-AS1,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
GABPB1-AS1-206,GABPB1-AS1,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
GAN-203,GAN,Oligodendrocyte,Dominant,CT_enriched,Canonical
GAN-202,GAN,Oligodendrocyte,Minor,AD_enriched,Alternate
GAPVD1-219,GAPVD1,Oligodendrocyte,Minor,AD_enriched,Alternate
GAPVD1-201,GAPVD1,Oligodendrocyte,Dominant,CT_enriched,Canonical
GARS1-DT-216,GARS1-DT,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
GATM-201,GATM,Oligodendrocyte,Dominant,CT_enriched,Canonical
GIGYF2-201,GIGYF2,Oligodendrocyte,Dominant,CT_enriched,Canonical
GIGYF2-205,GIGYF2,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript104560.chr15.nic,GLCE,Oligodendrocyte,Minor,AD_enriched,Alternate
GMPR2-201,GMPR2,Oligodendrocyte,Minor,AD_enriched,Alternate
GOLGA3-220,GOLGA3,Oligodendrocyte,Dominant,CT_enriched,Alternate
GOLGA3-202,GOLGA3,Oligodendrocyte,Minor,AD_enriched,Canonical
GOLGA8A-202,GOLGA8A,Oligodendrocyte,Dominant,CT_enriched,Alternate
GOLGA8A-205,GOLGA8A,Oligodendrocyte,Minor,AD_enriched,Alternate
GORASP1-215,GORASP1,Oligodendrocyte,Minor,AD_enriched,Alternate
GPBP1L1-202,GPBP1L1,Oligodendrocyte,Minor,AD_enriched,Canonical
transcript25823.chr18.nnic,GREB1L,Oligodendrocyte,Minor,AD_enriched,Alternate
HBS1L-205,HBS1L,Oligodendrocyte,Dominant,CT_enriched,Canonical
HBS1L-203,HBS1L,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript11931.chrX.nic,HCCS,Oligodendrocyte,Dominant,CT_enriched,Alternate
HECW2-214,HECW2,Oligodendrocyte,Dominant,CT_enriched,Alternate
HELB-202,HELB,Oligodendrocyte,Minor,AD_enriched,Alternate
HERC4-202,HERC4,Oligodendrocyte,Minor,AD_enriched,Canonical
HGSNAT-201,HGSNAT,Oligodendrocyte,Minor,AD_enriched,Canonical
HM13-223,HM13,Oligodendrocyte,Dominant,CT_enriched,Alternate
HNRNPH1-203,HNRNPH1,Oligodendrocyte,Minor,AD_enriched,Canonical
HPS5-201,HPS5,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript26405.chr11.nnic,HPS5,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript150699.chrX.nic,HTATSF1,Oligodendrocyte,Minor,AD_enriched,Alternate
HYCC1-204,HYCC1,Oligodendrocyte,Minor,AD_enriched,Canonical
HYCC1-207,HYCC1,Oligodendrocyte,Dominant,CT_enriched,Alternate
IARS1-227,IARS1,Oligodendrocyte,Minor,AD_enriched,Alternate
ICE2-201,ICE2,Oligodendrocyte,Dominant,CT_enriched,Canonical
ICE2-203,ICE2,Oligodendrocyte,Minor,AD_enriched,Alternate
ILF3-216,ILF3,Oligodendrocyte,Dominant,CT_enriched,Alternate
ILF3-207,ILF3,Oligodendrocyte,Minor,AD_enriched,Alternate
INTS14-217,INTS14,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript158592.chr5.nic,ISOC1,Oligodendrocyte,Minor,AD_enriched,Alternate
ISOC1-201,ISOC1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript13360.chr2.nic,ITGB1BP1,Oligodendrocyte,Dominant,CT_enriched,Alternate
JRK-209,JRK,Oligodendrocyte,Minor,CT_enriched,Canonical
JRK-203,JRK,Oligodendrocyte,Dominant,AD_enriched,Alternate
KAT6A-211,KAT6A,Oligodendrocyte,Minor,CT_enriched,Alternate
KCNK10-203,KCNK10,Oligodendrocyte,Dominant,CT_enriched,Alternate
KIAA0319L-201,KIAA0319L,Oligodendrocyte,Dominant,CT_enriched,Canonical
KIAA1755-201,KIAA1755,Oligodendrocyte,Dominant,CT_enriched,Canonical
KIAA2026-201,KIAA2026,Oligodendrocyte,Dominant,CT_enriched,Alternate
KIF2A-220,KIF2A,Oligodendrocyte,Minor,AD_enriched,Alternate
KIF5A-204,KIF5A,Oligodendrocyte,Minor,AD_enriched,Alternate
KIF5A-202,KIF5A,Oligodendrocyte,Dominant,CT_enriched,Canonical
KIF5C-234,KIF5C,Oligodendrocyte,Dominant,CT_enriched,Alternate
KLF3-AS1-201,KLF3-AS1,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
KLF3-AS1-214,KLF3-AS1,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
LAMTOR3-202,LAMTOR3,Oligodendrocyte,Dominant,CT_enriched,Canonical
LAP3-201,LAP3,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript31883.chr4.nic,LAP3,Oligodendrocyte,Minor,AD_enriched,Alternate
LATS1-202,LATS1,Oligodendrocyte,Dominant,CT_enriched,Alternate
LEMD3-201,LEMD3,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript90801.chr12.nic,LEMD3,Oligodendrocyte,Minor,AD_enriched,Alternate
LIG1-201,LIG1,Oligodendrocyte,Dominant,CT_enriched,Canonical
LIG4-213,LIG4,Oligodendrocyte,Dominant,CT_enriched,Alternate
LIG4-201,LIG4,Oligodendrocyte,Minor,AD_enriched,Alternate
LINC00877-215,LINC00877,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
LINC02610-207,LINC02610,Oligodendrocyte,Dominant,CT_enriched,no_MANE_coverage
LINC02610-205,LINC02610,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
LRCH3-204,LRCH3,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript9764.chr1.nnic,LRRC47,Oligodendrocyte,Dominant,CT_enriched,Alternate
LRRC4C-201,LRRC4C,Oligodendrocyte,Minor,AD_enriched,Alternate
LRRC4C-202,LRRC4C,Oligodendrocyte,Dominant,CT_enriched,Alternate
LTBP3-202,LTBP3,Oligodendrocyte,Dominant,AD_enriched,Alternate
LTBP3-222,LTBP3,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript1117.chr16.nnic,LUC7L,Oligodendrocyte,Dominant,CT_enriched,Alternate
MAGI2-212,MAGI2,Oligodendrocyte,Dominant,CT_enriched,Alternate
MAN1B1-209,MAN1B1,Oligodendrocyte,Minor,AD_enriched,Alternate
MAN2B1-203,MAN2B1,Oligodendrocyte,Dominant,CT_enriched,Canonical
MAP3K1-201,MAP3K1,Oligodendrocyte,Dominant,CT_enriched,Canonical
MATN2-216,MATN2,Oligodendrocyte,Minor,AD_enriched,Alternate
MBD5-210,MBD5,Oligodendrocyte,Minor,CT_enriched,Alternate
MBD5-233,MBD5,Oligodendrocyte,Dominant,AD_enriched,Canonical
MCCC2-231,MCCC2,Oligodendrocyte,Minor,CT_enriched,Alternate
MCM3AP-204,MCM3AP,Oligodendrocyte,Minor,CT_enriched,Alternate
MCM4-216,MCM4,Oligodendrocyte,Minor,CT_enriched,Alternate
MEAF6-204,MEAF6,Oligodendrocyte,Dominant,CT_enriched,Alternate
MEF2C-217,MEF2C,Oligodendrocyte,Minor,AD_enriched,Alternate
MEGF10-203,MEGF10,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript156309.chr5.nnic,MEGF10,Oligodendrocyte,Minor,CT_enriched,Alternate
MIGA2-203,MIGA2,Oligodendrocyte,Minor,AD_enriched,Alternate
MIR100HG-297,MIR100HG,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
MIR100HG-209,MIR100HG,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
MOB3C-202,MOB3C,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript124454.chrX.nnic,MORC4,Oligodendrocyte,Minor,AD_enriched,Alternate
MORC4-202,MORC4,Oligodendrocyte,Dominant,CT_enriched,Canonical
MPRIP-219,MPRIP,Oligodendrocyte,Minor,CT_enriched,Alternate
MRFAP1-201,MRFAP1,Oligodendrocyte,Minor,AD_enriched,Alternate
MRFAP1-202,MRFAP1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript228230.chr3.nnic,MRPL3,Oligodendrocyte,Minor,CT_enriched,Alternate
MRPS22-210,MRPS22,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript11591.chr13.nnic,MTIF3,Oligodendrocyte,Minor,AD_enriched,Alternate
MTO1-212,MTO1,Oligodendrocyte,Dominant,CT_enriched,Canonical
MTO1-252,MTO1,Oligodendrocyte,Minor,AD_enriched,Alternate
MVP-202,MVP,Oligodendrocyte,Minor,AD_enriched,Alternate
MVP-201,MVP,Oligodendrocyte,Dominant,CT_enriched,Canonical
MZF1-201,MZF1,Oligodendrocyte,Minor,CT_enriched,Canonical
MZF1-207,MZF1,Oligodendrocyte,Dominant,AD_enriched,Alternate
NAA60-203,NAA60,Oligodendrocyte,Minor,CT_enriched,Alternate
NAA60-202,NAA60,Oligodendrocyte,Minor,AD_enriched,Canonical
NAMPT-245,NAMPT,Oligodendrocyte,Minor,AD_enriched,Alternate
NARF-224,NARF,Oligodendrocyte,Minor,AD_enriched,Alternate
NCOA6-201,NCOA6,Oligodendrocyte,Dominant,CT_enriched,Canonical
NDUFA10-201,NDUFA10,Oligodendrocyte,Dominant,CT_enriched,Canonical
NET1-201,NET1,Oligodendrocyte,Dominant,CT_enriched,Canonical
NFAT5-201,NFAT5,Oligodendrocyte,Minor,AD_enriched,Canonical
NHLRC3-204,NHLRC3,Oligodendrocyte,Dominant,AD_enriched,Alternate
NPHP3-201,NPHP3,Oligodendrocyte,Dominant,CT_enriched,Canonical
NRCAM-201,NRCAM,Oligodendrocyte,Minor,AD_enriched,Alternate
NRDC-201,NRDC,Oligodendrocyte,Dominant,CT_enriched,Canonical
NRXN1-219,NRXN1,Oligodendrocyte,Dominant,CT_enriched,Alternate
NSD1-223,NSD1,Oligodendrocyte,Minor,AD_enriched,Alternate
NUBP2-211,NUBP2,Oligodendrocyte,Dominant,CT_enriched,Alternate
NUBP2-215,NUBP2,Oligodendrocyte,Minor,AD_enriched,Alternate
NUP62-223,NUP62,Oligodendrocyte,Minor,AD_enriched,Alternate
NXF1-201,NXF1,Oligodendrocyte,Dominant,CT_enriched,Canonical
NXF1-211,NXF1,Oligodendrocyte,Minor,AD_enriched,Alternate
OGT-210,OGT,Oligodendrocyte,Dominant,CT_enriched,Alternate
OLFM1-201,OLFM1,Oligodendrocyte,Dominant,CT_enriched,Alternate
OPHN1-212,OPHN1,Oligodendrocyte,Dominant,CT_enriched,Alternate
OSBPL5-208,OSBPL5,Oligodendrocyte,Minor,AD_enriched,Alternate
OSBPL5-201,OSBPL5,Oligodendrocyte,Dominant,CT_enriched,Canonical
OSBPL9-203,OSBPL9,Oligodendrocyte,Minor,CT_enriched,Canonical
OSTM1-216,OSTM1,Oligodendrocyte,Minor,CT_enriched,Alternate
P4HB-220,P4HB,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript127065.chr8.nnic,PAG1,Oligodendrocyte,Minor,AD_enriched,Alternate
PAG1-201,PAG1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript363799.chr2.nic,PARD3B,Oligodendrocyte,Dominant,CT_enriched,Alternate
PARP2-201,PARP2,Oligodendrocyte,Minor,AD_enriched,Alternate
PCCA-202,PCCA,Oligodendrocyte,Dominant,CT_enriched,Canonical
PDE12-202,PDE12,Oligodendrocyte,Minor,CT_enriched,Alternate
PDE12-201,PDE12,Oligodendrocyte,Dominant,AD_enriched,Canonical
PDE4DIP-245,PDE4DIP,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript134425.chr7.nnic,PEG10,Oligodendrocyte,Minor,AD_enriched,no_MANE_coverage
PELI3-202,PELI3,Oligodendrocyte,Minor,AD_enriched,Alternate
PELI3-201,PELI3,Oligodendrocyte,Dominant,CT_enriched,Canonical
PHACTR3-209,PHACTR3,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript42261.chr6.nic,PHF1,Oligodendrocyte,Minor,CT_enriched,Alternate
PHF1-202,PHF1,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript41581.chr20.nic,PIGU,Oligodendrocyte,Dominant,CT_enriched,Alternate
PIGU-201,PIGU,Oligodendrocyte,Minor,AD_enriched,Canonical
PIGV-206,PIGV,Oligodendrocyte,Minor,AD_enriched,Canonical
PINX1-203,PINX1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript30796.chr22.nic,PISD,Oligodendrocyte,Minor,CT_enriched,Alternate
PLPP5-203,PLPP5,Oligodendrocyte,Minor,CT_enriched,Canonical
POR-201,POR,Oligodendrocyte,Minor,AD_enriched,Alternate
POR-218,POR,Oligodendrocyte,Dominant,CT_enriched,Canonical
PPP1CA-212,PPP1CA,Oligodendrocyte,Dominant,CT_enriched,Alternate
PRIM2-203,PRIM2,Oligodendrocyte,Dominant,CT_enriched,Alternate
PRIM2-207,PRIM2,Oligodendrocyte,Minor,AD_enriched,Canonical
PRKAB1-207,PRKAB1,Oligodendrocyte,Dominant,CT_enriched,Alternate
PRPF39-202,PRPF39,Oligodendrocyte,Minor,AD_enriched,Alternate
PSD3-201,PSD3,Oligodendrocyte,Minor,AD_enriched,Alternate
PSD3-203,PSD3,Oligodendrocyte,Dominant,CT_enriched,Alternate
PSMD8-213,PSMD8,Oligodendrocyte,Dominant,CT_enriched,Alternate
PSME4-209,PSME4,Oligodendrocyte,Minor,CT_enriched,Alternate
PSME4-202,PSME4,Oligodendrocyte,Dominant,AD_enriched,Canonical
PTPMT1-202,PTPMT1,Oligodendrocyte,Dominant,CT_enriched,Canonical
RAB3IP-201,RAB3IP,Oligodendrocyte,Dominant,CT_enriched,Canonical
RAB3IP-204,RAB3IP,Oligodendrocyte,Minor,AD_enriched,Alternate
RARS1-207,RARS1,Oligodendrocyte,Minor,AD_enriched,Alternate
RARS1-201,RARS1,Oligodendrocyte,Dominant,CT_enriched,Canonical
RARS2-233,RARS2,Oligodendrocyte,Dominant,CT_enriched,Alternate
RASSF2-202,RASSF2,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript8576.chr20.nnic,RASSF2,Oligodendrocyte,Minor,AD_enriched,Alternate
RBBP8-204,RBBP8,Oligodendrocyte,Dominant,CT_enriched,Alternate
RBBP8-201,RBBP8,Oligodendrocyte,Minor,AD_enriched,Canonical
RBCK1-202,RBCK1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript240716.chr7.nnic,RBM33,Oligodendrocyte,Dominant,CT_enriched,Alternate
RBM4-201,RBM4,Oligodendrocyte,Dominant,CT_enriched,Canonical
RBMXL1-202,RBMXL1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript62901.chr17.nnic,RFFL,Oligodendrocyte,Minor,CT_enriched,Alternate
RIC3-204,RIC3,Oligodendrocyte,Minor,AD_enriched,Alternate
RICTOR-209,RICTOR,Oligodendrocyte,Dominant,CT_enriched,Alternate
RIF1-201,RIF1,Oligodendrocyte,Minor,CT_enriched,Alternate
RIF1-203,RIF1,Oligodendrocyte,Dominant,AD_enriched,Alternate
transcript10099.chr2.nnic,RNF144A,Oligodendrocyte,Dominant,CT_enriched,Alternate
RNF157-201,RNF157,Oligodendrocyte,Dominant,CT_enriched,Canonical
RNF157-206,RNF157,Oligodendrocyte,Minor,AD_enriched,Alternate
RNF216-202,RNF216,Oligodendrocyte,Minor,AD_enriched,Canonical
RNF216-205,RNF216,Oligodendrocyte,Dominant,CT_enriched,Alternate
RNMT-202,RNMT,Oligodendrocyte,Dominant,CT_enriched,Canonical
RNMT-203,RNMT,Oligodendrocyte,Minor,AD_enriched,Alternate
RNPC3-201,RNPC3,Oligodendrocyte,Dominant,CT_enriched,Canonical
RNPS1-221,RNPS1,Oligodendrocyte,Minor,CT_enriched,Alternate
RPL9-213,RPL9,Oligodendrocyte,Minor,CT_enriched,Alternate
RPS23-209,RPS23,Oligodendrocyte,Minor,AD_enriched,Alternate
RPS23-201,RPS23,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript344469.chr1.nnic,RYR2,Oligodendrocyte,Minor,AD_enriched,Alternate
SACM1L-201,SACM1L,Oligodendrocyte,Dominant,CT_enriched,Canonical
SBF2-213,SBF2,Oligodendrocyte,Dominant,AD_enriched,Alternate
SCAF4-201,SCAF4,Oligodendrocyte,Dominant,CT_enriched,Canonical
SCAMP3-202,SCAMP3,Oligodendrocyte,Minor,AD_enriched,Alternate
SCAMP3-201,SCAMP3,Oligodendrocyte,Dominant,CT_enriched,Canonical
SEC24C-203,SEC24C,Oligodendrocyte,Minor,AD_enriched,Alternate
SEC61A1-221,SEC61A1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript138624.chr7.nic,SEM1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript65664.chr12.nic,SENP1,Oligodendrocyte,Dominant,CT_enriched,Alternate
SENP7-207,SENP7,Oligodendrocyte,Minor,AD_enriched,Canonical
SENP7-206,SENP7,Oligodendrocyte,Dominant,CT_enriched,Alternate
SETD4-206,SETD4,Oligodendrocyte,Minor,CT_enriched,Alternate
SHMT1-205,SHMT1,Oligodendrocyte,Minor,CT_enriched,Alternate
SKIC3-247,SKIC3,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript113962.chr14.nic,SLC25A29,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript171246.chr5.nnic,SLC25A48,Oligodendrocyte,Minor,AD_enriched,Alternate
SLC35D2-201,SLC35D2,Oligodendrocyte,Dominant,CT_enriched,Canonical
SLC6A1-211,SLC6A1,Oligodendrocyte,Dominant,CT_enriched,Alternate
SLC6A15-221,SLC6A15,Oligodendrocyte,Minor,AD_enriched,Alternate
SLITRK2-201,SLITRK2,Oligodendrocyte,Minor,AD_enriched,Canonical
SMARCAD1-201,SMARCAD1,Oligodendrocyte,Minor,AD_enriched,Canonical
SNHG29-227,SNHG29,Oligodendrocyte,Minor,CT_enriched,no_MANE_coverage
SNX14-226,SNX14,Oligodendrocyte,Minor,AD_enriched,Alternate
SPATA2-202,SPATA2,Oligodendrocyte,Minor,CT_enriched,Alternate
SPATA2-201,SPATA2,Oligodendrocyte,Dominant,AD_enriched,Canonical
SPATA20-202,SPATA20,Oligodendrocyte,Minor,CT_enriched,Alternate
SPATA20-205,SPATA20,Oligodendrocyte,Minor,AD_enriched,Alternate
SPINT2-201,SPINT2,Oligodendrocyte,Dominant,CT_enriched,Canonical
SPINT2-203,SPINT2,Oligodendrocyte,Minor,AD_enriched,Alternate
SRBD1-201,SRBD1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript54232.chr2.nnic,SRBD1,Oligodendrocyte,Minor,AD_enriched,Alternate
SRGAP2-203,SRGAP2,Oligodendrocyte,Dominant,AD_enriched,Canonical
SRGAP2-215,SRGAP2,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript63184.chr11.nic,SSRP1,Oligodendrocyte,Minor,AD_enriched,Alternate
SSRP1-201,SSRP1,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript158638.chr3.nnic,ST3GAL6,Oligodendrocyte,Minor,AD_enriched,Alternate
STAU1-205,STAU1,Oligodendrocyte,Dominant,CT_enriched,Alternate
STAU1-203,STAU1,Oligodendrocyte,Minor,AD_enriched,Alternate
STPG1-201,STPG1,Oligodendrocyte,Dominant,CT_enriched,Alternate
STXBP1-201,STXBP1,Oligodendrocyte,Dominant,CT_enriched,Canonical
SUCLG2-201,SUCLG2,Oligodendrocyte,Minor,AD_enriched,Canonical
transcript114796.chr3.nnic,SUCLG2,Oligodendrocyte,Dominant,CT_enriched,Alternate
SUGP2-214,SUGP2,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript41441.chr17.nic,SUPT6H,Oligodendrocyte,Dominant,CT_enriched,Alternate
SYNJ2-201,SYNJ2,Oligodendrocyte,Dominant,CT_enriched,Canonical
SYNRG-217,SYNRG,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript35572.chr1.nnic,SZRD1,Oligodendrocyte,Minor,AD_enriched,Alternate
TAF5-205,TAF5,Oligodendrocyte,Minor,AD_enriched,Alternate
TANGO2-210,TANGO2,Oligodendrocyte,Minor,AD_enriched,Alternate
TARS2-213,TARS2,Oligodendrocyte,Minor,AD_enriched,Alternate
TARS2-204,TARS2,Oligodendrocyte,Dominant,CT_enriched,Canonical
